idade,imc,filhos,genero,regiao,fumante,encargos
39,26.65,3,feminino,Sul,não,1535.67
52,34.58,0,feminino,Leste,não,2214.44
50,24.68,0,masculino,Oeste,sim,3347.37
60,24.77,0,masculino,Oeste,não,1512.54
62,20.53,2,feminino,Norte,sim,3489.21
53,34.58,1,feminino,Oeste,não,2132.1
59,33.09,0,feminino,Leste,não,2192.5
57,26.24,2,masculino,Sul,não,2458.27
45,27.27,3,feminino,Sul,não,2476.79
28,22.04,3,feminino,Oeste,não,1327.68
22,28.07,1,masculino,Oeste,não,1470.76
35,27.59,2,masculino,Oeste,não,1402.08
21,32.21,4,feminino,Sul,sim,4207.21
55,24.85,3,feminino,Norte,sim,3692.57
48,27.09,2,feminino,Sul,sim,3292.98
41,30.41,1,feminino,Leste,sim,3048.52
47,27.74,3,masculino,Oeste,sim,3135.67
56,33.06,2,feminino,Oeste,sim,4054.97
48,32.69,4,feminino,Norte,sim,3645.82
29,35.36,4,masculino,Leste,sim,3157.38
20,33.85,1,feminino,Sul,sim,3365.59
47,25.06,3,feminino,Sul,não,2353.95
25,29.28,1,feminino,Oeste,sim,2936.82
27,32.23,4,feminino,Leste,não,1713.92
41,21.62,1,feminino,Norte,sim,3384.6
18,31.02,3,masculino,Oeste,sim,4314.2
35,32.45,3,masculino,Sul,não,2497.33
58,29.25,2,masculino,Sul,sim,3970.43
39,23.3,2,masculino,Leste,não,1624.63
48,29.02,0,feminino,Oeste,sim,3368.95
44,35.14,2,feminino,Sul,não,2717.93
33,34.46,0,masculino,Leste,sim,2890.16
35,33.52,2,feminino,Norte,não,1580.38
28,26.46,3,feminino,Oeste,sim,3863.13
35,20.57,3,masculino,Sul,não,1697.07
21,30.64,1,feminino,Leste,sim,3003.34
57,29.78,3,masculino,Norte,não,2107.62
27,18.52,3,masculino,Leste,sim,4758.18
47,24.93,0,masculino,Norte,não,432.89
21,30.75,1,feminino,Leste,sim,3439.71
25,31.68,3,feminino,Norte,sim,3754.95
34,32.72,3,feminino,Leste,não,2010.85
52,30.99,4,feminino,Leste,não,2978.5
22,27.53,3,feminino,Sul,não,1686.65
44,31.08,4,masculino,Sul,não,2409.31
54,31.36,2,masculino,Leste,sim,4806.34
24,33.0,2,feminino,Norte,sim,3219.31
50,31.48,3,masculino,Oeste,não,2452.16
35,31.02,1,masculino,Sul,não,1359.61
55,28.8,3,feminino,Norte,não,1818.82
45,26.92,2,masculino,Oeste,sim,4637.99
32,35.71,4,feminino,Sul,não,2337.56
40,30.87,4,masculino,Norte,sim,3891.81
49,40.35,2,masculino,Norte,não,1657.83
26,37.82,3,masculino,Oeste,sim,4180.78
47,39.22,2,feminino,Oeste,não,2981.18
46,34.06,2,feminino,Oeste,não,2302.4
49,34.7,4,feminino,Leste,não,3121.27
52,35.66,4,feminino,Sul,sim,3942.72
35,29.54,2,masculino,Sul,não,1522.96
46,35.88,4,feminino,Sul,sim,4835.77
34,23.39,3,masculino,Norte,não,2127.32
26,34.08,3,feminino,Norte,sim,4961.18
62,31.78,0,feminino,Sul,sim,3408.55
25,35.82,2,feminino,Leste,não,1251.84
30,33.53,1,masculino,Leste,não,1182.9
50,27.54,3,masculino,Oeste,não,2643.28
38,28.71,4,masculino,Leste,sim,5407.14
61,27.89,2,masculino,Leste,não,1534.39
29,25.9,1,masculino,Oeste,não,1054.49
47,28.23,1,feminino,Oeste,sim,3576.17
58,37.82,1,feminino,Oeste,sim,3684.93
18,28.95,1,feminino,Norte,sim,2606.21
38,38.27,3,feminino,Oeste,não,2334.34
63,26.06,0,masculino,Leste,não,1801.55
46,32.42,4,feminino,Leste,não,2933.27
31,27.73,3,masculino,Leste,sim,3676.41
55,32.65,0,feminino,Norte,sim,4129.45
57,25.66,3,masculino,Norte,sim,4481.14
22,34.21,4,feminino,Norte,sim,4074.03
64,27.1,3,masculino,Oeste,sim,3851.19
30,31.57,4,feminino,Leste,não,4051.13
55,28.58,2,feminino,Leste,sim,3711.52
22,34.41,3,masculino,Sul,sim,4490.13
59,35.85,2,masculino,Norte,sim,3784.54
54,30.45,3,masculino,Oeste,não,2823.81
34,27.09,2,feminino,Norte,não,1736.49
36,30.28,2,feminino,Sul,sim,3625.62
55,30.92,2,masculino,Sul,sim,4040.92
48,34.87,1,masculino,Oeste,não,1476.4
64,26.17,0,feminino,Oeste,não,1566.98
53,24.85,0,masculino,Leste,não,1864.62
18,29.8,2,masculino,Norte,sim,4236.94
27,31.14,1,masculino,Oeste,sim,3695.76
51,31.4,1,masculino,Leste,sim,2727.68
30,31.6,4,feminino,Leste,sim,3891.63
24,28.63,1,feminino,Norte,sim,2284.66
54,20.78,2,feminino,Sul,não,1797.93
53,30.47,4,feminino,Norte,sim,3853.66
56,31.07,0,feminino,Norte,sim,3937.18
54,24.96,0,masculino,Norte,sim,3618.64
48,31.26,3,feminino,Leste,sim,4326.52
37,34.15,2,feminino,Norte,não,1576.3
56,39.95,3,feminino,Norte,sim,4207.8
62,24.77,0,feminino,Norte,não,1137.5
53,25.58,1,masculino,Oeste,não,1283.56
32,33.98,4,masculino,Sul,sim,3759.77
47,32.66,3,masculino,Oeste,sim,3776.16
35,28.44,2,masculino,Leste,não,1081.24
21,33.59,0,masculino,Leste,sim,2996.53
47,34.45,0,feminino,Sul,não,1629.95
45,31.16,4,masculino,Sul,sim,4556.79
21,40.27,0,feminino,Norte,não,671.44
51,23.67,3,masculino,Norte,não,2076.7
45,21.95,0,feminino,Sul,sim,3026.95
54,23.36,0,feminino,Oeste,sim,2655.6
39,29.06,4,feminino,Norte,não,1800.06
57,31.26,1,masculino,Norte,não,1454.12
60,41.75,2,masculino,Norte,não,2616.21
28,23.29,2,masculino,Oeste,sim,3987.89
47,37.03,3,masculino,Oeste,sim,4820.12
47,28.37,2,masculino,Norte,não,2369.92
42,36.79,4,feminino,Leste,sim,3814.65
34,37.82,4,feminino,Sul,sim,5449.15
18,23.1,0,feminino,Sul,sim,3519.35
54,24.4,0,masculino,Leste,não,1283.89
52,17.04,3,feminino,Sul,sim,4639.06
31,19.98,1,feminino,Oeste,não,1236.73
19,31.84,0,masculino,Leste,sim,3416.2
20,27.22,4,feminino,Norte,não,1939.58
20,26.76,0,masculino,Leste,sim,3107.51
37,27.46,3,feminino,Sul,sim,4338.93
30,22.51,3,masculino,Leste,sim,4511.84
48,20.28,0,feminino,Norte,sim,2118.07
57,33.11,1,feminino,Norte,sim,2531.84
39,29.52,2,masculino,Sul,não,1775.39
31,36.51,4,feminino,Sul,não,2422.16
44,24.79,1,masculino,Leste,não,1927.61
30,23.45,3,feminino,Oeste,sim,4053.12
18,34.42,4,feminino,Norte,não,2202.69
19,28.99,4,masculino,Leste,não,2119.8
54,32.61,2,feminino,Oeste,sim,3877.1
28,31.9,3,feminino,Sul,sim,3757.34
60,32.06,2,masculino,Leste,não,2681.88
50,27.69,2,masculino,Sul,não,1249.32
46,26.19,1,feminino,Leste,não,1446.36
20,29.82,3,masculino,Sul,sim,4615.52
46,30.77,3,feminino,Oeste,não,1739.22
19,25.74,1,masculino,Norte,não,400.19
31,26.64,3,masculino,Oeste,não,2216.22
37,29.13,1,feminino,Oeste,sim,2588.92
35,37.01,3,masculino,Sul,não,2262.12
54,28.47,0,masculino,Leste,não,1435.46
25,33.5,3,feminino,Norte,sim,3581.38
24,25.51,0,masculino,Oeste,não,937.14
27,20.88,2,feminino,Sul,não,1809.69
33,26.08,2,masculino,Leste,sim,4014.67
36,39.16,2,feminino,Leste,não,2143.05
47,24.46,4,feminino,Sul,sim,4767.01
60,33.27,2,masculino,Sul,sim,4592.23
36,18.57,0,feminino,Norte,sim,2850.89
20,31.1,1,feminino,Sul,sim,3124.02
47,27.16,1,masculino,Sul,sim,2692.01
35,28.84,4,feminino,Sul,sim,4584.36
53,28.76,3,feminino,Oeste,sim,4871.7
37,29.52,2,masculino,Leste,sim,4178.54
34,34.54,3,feminino,Norte,não,2055.44
41,27.46,1,feminino,Norte,sim,3195.89
30,20.9,0,feminino,Leste,não,720.67
53,21.78,4,feminino,Sul,não,2774.8
63,32.08,4,masculino,Leste,não,1950.02
20,30.35,4,masculino,Leste,sim,4430.92
38,30.69,2,feminino,Sul,sim,3506.0
21,28.19,4,feminino,Leste,sim,5148.37
35,34.18,0,feminino,Sul,não,974.57
62,31.46,0,feminino,Leste,não,2050.79
56,23.7,4,masculino,Norte,não,1363.08
60,26.45,1,masculino,Leste,não,1920.98
28,31.36,1,feminino,Leste,sim,3248.57
55,28.52,4,masculino,Oeste,não,2153.32
60,27.21,2,masculino,Leste,sim,4406.47
58,30.57,1,feminino,Sul,sim,3426.4
45,18.29,4,masculino,Norte,sim,3868.07
22,29.18,0,masculino,Oeste,sim,3119.05
40,26.71,3,feminino,Sul,não,1503.79
55,29.86,1,masculino,Leste,não,1619.19
53,32.96,2,feminino,Leste,sim,3427.55
48,34.08,3,masculino,Leste,não,2495.33
25,27.05,3,feminino,Sul,sim,3339.23
42,36.38,2,masculino,Sul,sim,3689.1
42,23.27,2,feminino,Leste,não,1580.61
33,24.81,4,masculino,Leste,não,2726.41
28,27.02,0,feminino,Leste,sim,3047.35
37,35.6,2,masculino,Leste,não,3144.56
31,31.26,2,masculino,Norte,sim,4010.83
57,34.77,3,masculino,Sul,sim,4510.3
55,32.63,1,feminino,Leste,não,2098.09
57,30.31,1,masculino,Norte,sim,2978.96
36,22.59,2,masculino,Oeste,não,1153.06
25,32.01,0,masculino,Norte,não,516.5
42,39.56,2,feminino,Oeste,não,2698.46
50,27.12,0,masculino,Norte,não,858.24
62,26.12,3,feminino,Norte,sim,4401.46
57,30.13,4,masculino,Sul,sim,4913.62
58,29.45,3,feminino,Sul,sim,4244.6
54,34.82,4,feminino,Sul,não,2757.51
60,32.61,3,masculino,Leste,não,2267.9
34,36.1,2,feminino,Leste,sim,4112.75
44,30.54,2,masculino,Sul,sim,3777.52
58,28.03,0,masculino,Sul,sim,3711.99
34,35.8,2,feminino,Leste,não,1955.03
64,30.9,1,masculino,Oeste,sim,2951.35
50,28.6,2,feminino,Sul,não,2035.39
48,26.18,1,masculino,Sul,não,2813.02
38,31.26,3,feminino,Oeste,sim,3780.81
41,28.83,3,feminino,Sul,não,1921.21
33,30.22,4,masculino,Sul,sim,3908.8
62,35.85,4,masculino,Leste,sim,4112.24
37,31.61,2,masculino,Norte,não,1255.13
52,33.42,2,masculino,Oeste,não,2402.04
45,37.13,4,masculino,Norte,sim,5943.58
63,31.49,2,masculino,Norte,não,1305.26
52,35.61,1,masculino,Norte,sim,3855.89
35,22.7,3,feminino,Leste,não,1778.72
41,30.55,0,feminino,Oeste,sim,3390.05
45,38.97,0,feminino,Leste,sim,3409.6
31,21.62,3,masculino,Sul,sim,3885.13
41,37.24,0,feminino,Oeste,sim,3514.3
48,34.56,0,masculino,Leste,não,708.86
23,33.37,1,masculino,Norte,não,1011.14
57,36.93,3,feminino,Oeste,não,2494.45
51,30.74,4,masculino,Norte,não,2093.02
52,24.0,3,masculino,Oeste,não,2037.0
46,30.78,2,feminino,Norte,sim,3694.39
19,26.34,2,masculino,Oeste,não,1978.45
22,22.52,3,feminino,Sul,sim,3558.11
39,26.44,0,masculino,Sul,sim,3308.63
26,27.14,1,feminino,Leste,sim,3363.3
51,30.37,2,masculino,Norte,sim,4276.24
53,35.95,4,masculino,Sul,não,3127.36
53,32.23,1,masculino,Leste,não,1470.15
43,32.45,4,masculino,Oeste,sim,3809.93
23,28.09,0,masculino,Leste,sim,3242.71
19,21.69,4,feminino,Norte,não,2602.11
53,40.72,4,feminino,Leste,sim,5612.14
25,36.85,2,masculino,Sul,não,1230.48
19,36.25,0,feminino,Sul,sim,3719.4
19,37.73,4,feminino,Sul,não,2342.54
25,31.63,1,feminino,Norte,não,1472.55
43,35.54,3,masculino,Norte,não,2307.26
54,27.4,3,feminino,Sul,não,2228.85
31,22.9,2,masculino,Leste,não,965.59
62,36.22,4,masculino,Leste,não,3100.51
45,29.62,1,feminino,Norte,sim,4059.05
50,23.36,1,feminino,Oeste,não,834.84
61,20.92,4,masculino,Oeste,sim,5055.48
37,27.97,4,feminino,Norte,não,2349.69
52,35.76,0,feminino,Leste,sim,3582.81
63,23.29,3,masculino,Oeste,sim,4081.57
54,30.32,4,feminino,Norte,não,3651.55
34,28.02,4,masculino,Norte,não,2197.09
60,36.74,1,feminino,Leste,sim,4247.04
61,26.77,2,masculino,Norte,sim,4079.64
21,32.86,3,feminino,Sul,não,2416.03
26,27.44,3,feminino,Oeste,sim,3354.73
37,32.34,3,masculino,Norte,não,2251.17
64,23.54,0,feminino,Norte,sim,4119.13
18,31.08,3,feminino,Leste,não,1483.98
38,23.07,1,feminino,Sul,sim,2710.07
50,22.36,4,masculino,Leste,não,1911.85
52,29.27,1,feminino,Norte,sim,3637.18
61,22.96,0,masculino,Sul,sim,3102.33
23,32.11,0,masculino,Leste,não,1014.67
39,35.8,1,masculino,Norte,não,919.68
42,30.14,2,masculino,Norte,não,1749.47
20,31.84,2,masculino,Leste,não,2208.49
25,34.56,0,masculino,Sul,sim,3300.37
62,40.1,2,masculino,Sul,sim,4142.12
29,27.93,1,masculino,Norte,não,771.96
46,32.75,0,masculino,Sul,sim,3388.46
49,32.92,3,feminino,Norte,sim,3796.14
19,20.68,2,feminino,Sul,sim,2500.08
34,32.34,2,masculino,Norte,sim,2513.39
36,29.83,1,masculino,Norte,não,2173.06
32,30.47,1,feminino,Oeste,não,845.29
39,36.47,1,masculino,Oeste,sim,4028.25
23,18.87,2,masculino,Norte,não,947.24
51,26.07,2,masculino,Norte,sim,3830.16
60,32.52,0,feminino,Oeste,não,1040.4
20,22.52,2,masculino,Norte,sim,3055.22
45,24.87,0,feminino,Leste,não,1368.69
58,29.65,1,masculino,Oeste,sim,3660.23
37,26.65,3,feminino,Oeste,não,2375.71
33,36.67,2,feminino,Sul,sim,4131.49
25,30.62,1,feminino,Leste,não,1702.73
62,33.3,3,feminino,Sul,sim,4460.0
47,30.72,1,feminino,Norte,sim,2674.0
53,31.02,3,feminino,Sul,sim,4522.92
51,28.16,2,feminino,Leste,não,2042.29
34,35.14,1,feminino,Norte,não,2003.73
42,33.18,2,masculino,Leste,sim,3784.22
23,21.29,0,feminino,Leste,não,546.92
60,33.2,1,feminino,Sul,sim,4411.68
37,33.48,3,feminino,Leste,não,2714.02
35,28.32,1,masculino,Oeste,não,1048.65
63,35.5,4,masculino,Leste,não,3456.61
50,27.45,4,masculino,Norte,não,2111.01
40,30.3,0,feminino,Oeste,não,1797.45
51,37.94,1,feminino,Leste,não,2743.79
56,28.71,1,feminino,Norte,não,2171.05
27,32.68,3,feminino,Leste,não,1404.38
23,26.5,3,feminino,Sul,não,1640.62
30,33.04,3,masculino,Oeste,sim,4132.71
60,31.59,1,masculino,Oeste,não,1835.0
34,31.4,1,masculino,Sul,sim,3970.09
35,31.32,4,masculino,Oeste,não,2968.74
22,40.64,2,masculino,Norte,sim,3097.45
43,37.22,3,masculino,Sul,não,2753.11
32,36.78,2,masculino,Leste,sim,3824.03
63,27.84,2,feminino,Leste,sim,4669.69
35,32.78,0,masculino,Sul,não,923.39
47,28.53,1,masculino,Sul,sim,3867.29
24,28.95,1,masculino,Leste,não,1313.69
46,26.3,4,masculino,Sul,sim,3464.1
28,31.66,1,feminino,Leste,não,872.74
23,26.64,0,feminino,Sul,não,677.15
54,27.49,1,masculino,Leste,não,1150.99
54,24.45,3,masculino,Oeste,não,2577.49
38,23.84,3,feminino,Oeste,não,1326.85
40,24.43,4,masculino,Norte,sim,3763.57
28,29.45,3,masculino,Sul,sim,3483.42
61,30.88,0,masculino,Leste,sim,3278.08
48,37.49,1,masculino,Norte,sim,3508.56
32,29.16,2,masculino,Norte,não,2606.72
19,20.57,1,masculino,Sul,sim,3695.5
58,21.35,0,masculino,Leste,sim,4129.22
25,35.15,1,feminino,Oeste,não,1181.78
23,26.58,1,feminino,Leste,sim,3376.03
33,27.76,3,feminino,Leste,sim,3411.62
59,27.02,0,feminino,Oeste,sim,3999.59
50,39.36,3,feminino,Oeste,não,3234.18
41,31.02,4,masculino,Norte,não,1977.72
32,26.13,4,feminino,Leste,sim,4310.39
52,34.64,0,feminino,Leste,sim,3428.14
47,31.89,0,masculino,Leste,sim,3147.79
43,33.42,4,masculino,Oeste,sim,3915.3
22,27.32,2,masculino,Norte,sim,3407.85
18,37.29,4,feminino,Sul,sim,5319.09
44,32.78,1,masculino,Sul,sim,3651.52
38,24.66,4,masculino,Norte,não,2585.42
23,29.72,4,feminino,Norte,sim,4825.94
42,27.32,3,masculino,Sul,sim,3777.38
35,35.45,0,feminino,Leste,sim,2606.7
22,30.61,3,feminino,Leste,sim,3025.73
50,23.8,3,masculino,Sul,não,2110.17
35,21.51,3,masculino,Leste,não,1797.55
26,31.0,1,masculino,Norte,não,2743.08
27,26.33,0,masculino,Leste,sim,3067.3
54,36.47,4,feminino,Sul,sim,4832.09
49,42.31,1,masculino,Leste,não,2445.02
48,38.32,3,feminino,Norte,sim,4327.59
27,31.07,1,masculino,Sul,não,591.44
62,30.83,1,masculino,Leste,sim,3987.38
53,32.22,3,feminino,Oeste,sim,4318.17
50,27.99,3,masculino,Leste,não,2687.49
32,32.25,1,feminino,Sul,não,924.54
41,30.45,1,feminino,Leste,não,1658.68
50,18.58,0,masculino,Leste,não,858.69
46,27.25,0,feminino,Sul,não,1536.18
61,31.55,3,feminino,Leste,não,3025.34
51,29.99,3,feminino,Norte,sim,3805.62
64,32.99,1,feminino,Norte,sim,4353.37
62,39.91,2,feminino,Norte,sim,4381.2
26,29.36,0,masculino,Oeste,não,355.18
55,37.28,2,masculino,Leste,sim,4380.49
20,37.75,1,feminino,Oeste,sim,3426.29
35,30.02,4,masculino,Oeste,não,1620.67
33,24.56,4,masculino,Leste,sim,4403.88
21,29.66,4,masculino,Norte,sim,4878.42
39,30.46,4,masculino,Sul,sim,4444.61
47,28.51,1,feminino,Norte,não,971.66
55,28.22,0,masculino,Oeste,sim,3524.33
40,30.01,0,masculino,Norte,sim,3374.6
36,32.9,2,masculino,Sul,não,3071.95
25,22.03,3,masculino,Leste,não,2043.5
44,24.63,4,masculino,Oeste,não,2360.93
22,22.33,0,masculino,Norte,sim,2846.67
63,31.47,1,masculino,Oeste,sim,3369.12
43,33.89,3,masculino,Norte,não,1590.93
44,32.67,2,feminino,Oeste,não,2224.88
37,28.2,2,feminino,Norte,sim,3400.99
32,32.1,0,feminino,Norte,sim,4126.54
36,35.12,1,masculino,Sul,não,2582.69
50,33.59,1,feminino,Oeste,não,1340.08
45,27.05,0,feminino,Norte,sim,3285.86
54,21.7,0,feminino,Norte,sim,2997.28
56,27.2,0,feminino,Oeste,sim,2900.02
38,26.51,0,masculino,Sul,não,1002.06
62,25.99,1,feminino,Oeste,sim,3702.56
21,41.06,1,masculino,Sul,sim,2765.81
36,25.91,0,masculino,Sul,não,1883.43
31,31.01,1,masculino,Oeste,não,1598.96
49,29.24,2,masculino,Sul,não,1959.08
51,31.25,1,masculino,Leste,sim,3649.75
36,19.29,1,feminino,Leste,sim,2674.1
30,35.1,3,masculino,Leste,não,1939.14
45,27.26,1,feminino,Norte,sim,3178.15
57,26.45,0,masculino,Sul,sim,2659.22
52,25.87,0,feminino,Norte,sim,3811.47
25,22.4,0,masculino,Sul,sim,2649.03
48,40.1,4,feminino,Leste,não,2887.51
63,27.34,1,feminino,Leste,não,1623.2
34,35.18,3,feminino,Oeste,não,1486.87
19,32.15,0,feminino,Sul,sim,1786.2
42,36.98,0,masculino,Sul,não,682.95
34,28.48,4,masculino,Sul,não,1136.41
63,39.72,2,feminino,Norte,sim,4875.78
45,32.28,4,feminino,Leste,não,3208.57
55,22.14,0,feminino,Sul,não,1101.73
42,32.64,0,masculino,Sul,não,1454.1
30,30.18,1,feminino,Norte,sim,4190.96
22,26.0,2,masculino,Norte,sim,3136.9
64,32.48,0,masculino,Leste,sim,4956.58
58,25.05,3,masculino,Oeste,não,2555.82
32,31.19,0,feminino,Leste,sim,4680.62
28,31.87,4,feminino,Norte,não,1920.39
45,30.91,4,masculino,Norte,não,1922.84
32,34.65,1,masculino,Sul,sim,3806.74
56,27.0,0,masculino,Norte,sim,3862.69
31,24.61,0,feminino,Oeste,sim,3313.55
22,31.99,1,masculino,Sul,não,1306.62
40,21.86,0,feminino,Oeste,não,405.65
33,39.33,2,masculino,Norte,sim,3095.28
47,27.77,1,feminino,Norte,sim,4054.96
32,32.54,1,feminino,Norte,não,1584.24
60,32.3,2,masculino,Norte,não,2729.11
43,32.67,3,masculino,Leste,não,1642.66
29,25.71,0,feminino,Leste,não,1872.84
49,33.97,0,feminino,Oeste,não,953.36
45,26.94,3,masculino,Leste,sim,3906.04
40,32.88,4,masculino,Norte,não,3016.7
64,25.58,1,masculino,Leste,sim,3975.57
61,25.92,1,masculino,Norte,sim,3557.7
38,38.79,4,feminino,Leste,não,3460.83
20,30.91,2,masculino,Leste,sim,3234.1
43,25.86,4,masculino,Leste,não,3024.17
18,27.13,2,feminino,Sul,não,1722.66
49,31.33,1,masculino,Oeste,não,1057.76
64,30.66,0,feminino,Norte,sim,3474.59
24,28.61,2,masculino,Norte,sim,2621.95
36,18.7,1,feminino,Leste,não,1248.82
40,30.52,1,feminino,Oeste,não,2032.63
64,30.79,2,masculino,Sul,não,2520.47
43,27.57,3,feminino,Norte,sim,3607.37
31,27.32,2,masculino,Norte,sim,4102.43
30,20.45,1,masculino,Leste,sim,3132.55
55,28.7,0,feminino,Leste,não,1381.84
37,41.61,4,masculino,Oeste,sim,4733.06
49,27.13,3,masculino,Sul,não,2883.81
46,22.56,1,masculino,Sul,não,1975.37
37,36.79,0,masculino,Oeste,não,805.12
58,33.22,3,masculino,Oeste,sim,4258.73
58,22.7,0,masculino,Norte,sim,4092.41
43,23.47,1,masculino,Leste,não,1113.43
47,34.15,0,masculino,Sul,sim,2532.37
46,29.15,1,feminino,Leste,não,1335.6
60,27.45,0,feminino,Oeste,não,1169.36
28,24.4,0,masculino,Sul,sim,3317.24
38,24.87,3,masculino,Leste,sim,3862.72
35,35.26,4,masculino,Oeste,sim,4474.83
18,34.51,3,feminino,Leste,não,1872.42
57,34.23,2,feminino,Norte,não,2468.06
56,29.43,2,masculino,Leste,não,1320.84
52,32.85,1,feminino,Oeste,sim,3581.89
19,31.65,0,feminino,Sul,sim,2553.18
40,32.08,3,masculino,Sul,sim,4434.22
63,32.69,0,masculino,Sul,não,1798.58
40,25.88,4,feminino,Oeste,sim,3838.32
57,27.97,0,feminino,Oeste,sim,4316.13
46,36.03,1,feminino,Leste,não,1234.94
19,35.22,3,feminino,Norte,sim,4322.17
39,33.65,2,masculino,Oeste,não,1808.51
20,32.97,4,masculino,Norte,não,3011.19
50,21.67,0,feminino,Norte,sim,3666.48
24,23.4,4,feminino,Sul,não,2302.67
56,26.7,4,masculino,Norte,não,2842.57
53,20.9,4,feminino,Leste,não,987.49
54,22.53,4,feminino,Leste,não,2761.61
41,31.35,3,feminino,Norte,sim,3921.54
36,25.9,4,masculino,Oeste,sim,4553.41
56,30.73,4,feminino,Sul,não,3506.02
43,21.21,3,feminino,Norte,não,2005.15
64,26.94,1,feminino,Oeste,não,1935.3
33,23.51,2,feminino,Leste,não,1063.17
45,41.21,2,masculino,Oeste,sim,4069.96
39,18.69,4,masculino,Oeste,sim,4147.31
19,26.29,4,masculino,Leste,sim,4365.93
27,28.77,2,feminino,Leste,não,2257.07
35,29.23,0,feminino,Norte,não,835.04
29,25.3,0,masculino,Norte,não,1050.23
18,32.71,4,feminino,Leste,sim,4027.38
21,39.23,2,feminino,Norte,sim,4141.86
54,22.12,0,masculino,Norte,sim,2728.8
38,31.48,0,masculino,Norte,não,1326.31
37,24.62,2,feminino,Sul,sim,4294.74
23,23.38,0,masculino,Sul,não,678.69
38,26.27,2,masculino,Norte,sim,4292.53
22,31.31,3,masculino,Leste,sim,4246.67
59,30.13,4,feminino,Oeste,sim,4927.89
34,26.18,2,masculino,Norte,não,1860.35
34,34.78,1,feminino,Sul,não,1454.95
23,17.07,2,feminino,Sul,não,787.72
50,30.21,3,masculino,Norte,sim,5329.17
40,39.67,1,feminino,Sul,não,913.94
21,31.28,0,feminino,Norte,sim,3236.71
26,24.89,1,masculino,Oeste,não,1084.66
46,24.04,1,masculino,Sul,sim,3520.12
59,30.32,0,masculino,Sul,sim,3181.06
28,34.01,1,masculino,Norte,sim,2907.07
56,19.92,0,feminino,Oeste,não,626.27
46,34.96,1,masculino,Leste,não,1367.97
49,34.57,0,feminino,Sul,sim,3653.99
62,30.74,2,feminino,Norte,não,1810.6
29,22.45,3,masculino,Sul,sim,3315.21
52,28.6,3,masculino,Leste,não,1987.22
45,26.08,1,feminino,Sul,sim,2405.54
25,19.79,3,feminino,Sul,sim,4021.8
57,19.95,3,masculino,Sul,não,1995.94
56,27.21,1,feminino,Oeste,não,1260.37
23,19.57,0,masculino,Norte,não,1118.9
27,27.46,4,feminino,Sul,não,3077.46
42,33.84,2,feminino,Sul,sim,4327.12
30,27.88,3,feminino,Leste,não,1966.28
58,27.6,1,feminino,Norte,sim,3505.08
51,33.84,0,feminino,Sul,não,1686.55
32,29.09,1,feminino,Leste,não,1375.17
63,34.65,4,masculino,Oeste,não,1606.61
33,24.23,3,masculino,Oeste,não,1705.13
22,26.87,4,feminino,Norte,não,1509.92
40,28.16,0,masculino,Leste,sim,4575.37
20,30.39,2,masculino,Oeste,sim,3910.46
25,21.86,3,feminino,Sul,sim,3391.04
63,33.61,0,masculino,Norte,não,1145.07
26,26.63,1,feminino,Sul,não,534.51
23,28.09,1,masculino,Leste,não,1872.47
57,27.12,2,masculino,Leste,sim,3513.44
33,20.2,2,masculino,Leste,não,2068.13
33,32.67,3,feminino,Norte,não,2244.8
59,38.56,0,masculino,Norte,não,982.27
43,29.41,0,masculino,Oeste,não,1184.29
40,28.26,2,feminino,Leste,não,1069.47
43,39.43,4,masculino,Oeste,sim,5112.86
43,22.89,2,feminino,Oeste,sim,4497.84
37,30.44,2,masculino,Sul,sim,4008.88
47,25.19,1,masculino,Sul,não,1451.59
27,37.68,2,masculino,Sul,não,2868.95
29,33.46,4,masculino,Norte,não,2189.39
53,28.46,1,feminino,Norte,não,1464.25
44,25.84,1,feminino,Leste,sim,3181.87
57,25.82,4,masculino,Leste,sim,4753.33
36,33.95,4,feminino,Leste,sim,3963.76
26,24.52,1,feminino,Norte,não,1190.97
19,29.79,1,masculino,Sul,sim,2922.66
53,22.47,1,masculino,Leste,não,917.4
64,24.25,4,masculino,Sul,sim,4433.07
28,31.88,0,masculino,Oeste,sim,2900.5
28,37.34,3,masculino,Sul,sim,3706.35
42,24.45,3,feminino,Leste,sim,5252.44
49,29.05,2,feminino,Sul,sim,4138.89
61,32.1,4,feminino,Oeste,sim,5220.32
45,27.14,1,masculino,Oeste,não,1855.87
31,36.63,0,feminino,Norte,não,556.62
32,30.59,2,feminino,Sul,não,924.61
23,32.64,2,masculino,Sul,sim,4421.45
41,35.66,1,feminino,Leste,sim,3852.86
60,31.9,4,masculino,Sul,não,2177.48
57,32.08,3,feminino,Oeste,não,2548.51
55,34.21,0,masculino,Oeste,sim,3178.75
56,39.08,1,feminino,Oeste,não,2802.09
29,34.3,0,masculino,Leste,não,1577.43
61,23.85,4,masculino,Leste,sim,5152.83
42,26.26,4,masculino,Oeste,sim,4539.72
35,30.65,2,masculino,Oeste,sim,3802.74
39,31.0,1,masculino,Sul,não,1691.0
48,35.5,2,feminino,Leste,não,2060.72
36,29.98,2,feminino,Leste,sim,4079.26
43,31.77,0,masculino,Oeste,sim,3806.76
47,31.98,1,feminino,Norte,não,1807.09
55,22.8,1,feminino,Norte,sim,3869.33
58,26.92,4,masculino,Norte,sim,4886.26
60,26.01,3,masculino,Leste,não,2195.8
